iter	RMSE
120	0.4251543827
121	0.423549831
122	0.4224271627
123	0.4212947035
124	0.4206344503
125	0.4197370236
126	0.4187169243
127	0.4180082968
128	0.4162975361
129	0.4158323112
130	0.4148169808
131	0.413874246
132	0.4129194836
133	0.4120651488
134	0.4113624894
135	0.410488929
136	0.4096615898
137	0.4086689766
138	0.4076965087
139	0.4069785238
140	0.4063923233
141	0.4055679443
142	0.4044105509
143	0.4030210354
144	0.4019350849
145	0.4009078014
146	0.4002942081
147	0.3997122151
148	0.3990591006
149	0.3983468497
150	0.3975801416
151	0.3968448949
152	0.396069494
153	0.3950599252
154	0.3943436161
155	0.3937343449
156	0.3930326495
157	0.3919834663
158	0.3909700374
159	0.3899956781
160	0.3891699963
161	0.3886194908
162	0.3876077494
163	0.3871461105
164	0.3865475519
165	0.3860681703
166	0.3850441319
167	0.3842177774
168	0.3829023765
169	0.3820783987
170	0.3812610921
171	0.3803740536
172	0.3795206523
173	0.3787530587
174	0.3780579901
175	0.377218007
176	0.3763477509
177	0.3758717417
178	0.3749986315
179	0.3744959479
180	0.3734131986
181	0.3728666627
182	0.3720925859
183	0.371529476
184	0.3709830055
185	0.3704469233
186	0.3699091221
187	0.369219095
188	0.3686582315
189	0.3681487258
190	0.3674987878
191	0.3669821154
192	0.3661579284
193	0.365594084
194	0.3649841085
195	0.3641818091
196	0.3635654112
197	0.3628298728
198	0.362456498
199	0.3617956753
200	0.3611951057
201	0.3607336608
202	0.3601894536
203	0.3596404383
204	0.3589328799
205	0.3580706325
206	0.3575559275
207	0.3569803069
208	0.3565818294
209	0.3562043203
210	0.3555900947
211	0.3549377785
212	0.3543017166
213	0.3538001784
214	0.3533465735
215	0.3526403757
216	0.3521481003
217	0.3518508534
218	0.3513990505
219	0.3510266349
220	0.3506016106
221	0.3502130584
222	0.3496315588
223	0.3491066672
224	0.3483914832
225	0.3479092721
226	0.3475368998
227	0.3470203005
228	0.3465758964
229	0.3456870657
230	0.3452096214
231	0.3447138522
232	0.3442259046
233	0.3437645649
234	0.343270425
235	0.3428307085
236	0.3424391426
237	0.3420017557
238	0.3413879392
239	0.3406853396
240	0.3399907833
241	0.3395528729
242	0.3391411279
243	0.3387196335
244	0.3382614878
245	0.3375235081
246	0.336844531
247	0.3364119256
248	0.3359946757
249	0.3356534052
250	0.3351595897
251	0.334761954
252	0.3342954807
253	0.333876799
254	0.3334464791
255	0.3330523608
256	0.3327656627
257	0.3323493009
258	0.331862235
259	0.3313760084
260	0.3310875015
261	0.3306956489
262	0.3303650655
263	0.330078613
264	0.3298161502
265	0.329379647
266	0.3288931063
267	0.32855353
268	0.3279723139
269	0.3273242482
270	0.3269866478
271	0.3266798824
272	0.3261845463
273	0.3257367352
274	0.3252046656
275	0.3248078417
276	0.3244088697
277	0.3242003986
278	0.3238190843
279	0.3235529207
280	0.3230727394
281	0.322653546
282	0.3221366594
283	0.3219074178
284	0.3216489053
285	0.3213216235
286	0.321142492
287	0.3207050637
288	0.3202623074
289	0.3199602689
290	0.3196128529
291	0.3193195176
292	0.3186259325
293	0.3183777693
294	0.3181165657
295	0.3177691991
296	0.3173871715
297	0.3167992706
298	0.3165223531
299	0.3161956897
300	0.3158862029
301	0.315638706
302	0.315083319
303	0.3147128998
304	0.3144968895
305	0.3142365794
306	0.3139321983
307	0.3136454822
308	0.3134043233
309	0.3129438219
310	0.3125905103
311	0.31216349
312	0.3118618462
313	0.3117013271
314	0.3113681257
315	0.3111282177
316	0.3107152257
317	0.3103942276
318	0.3100735275
319	0.3099284868
320	0.3097155216
321	0.3094399976
322	0.3091019335
323	0.3087243512
324	0.3085005355
325	0.30820078
326	0.3079604747
327	0.3077277372
328	0.3074555749
329	0.3072298467
330	0.3068362199
331	0.3063116848
332	0.3060964876
333	0.3058830328
334	0.3056143566
335	0.3052375239
336	0.3049574289
337	0.3047295041
338	0.3044073866
339	0.3041942044
340	0.3039540634
341	0.3037199398
342	0.3032156101
343	0.3027010355
344	0.3024713005
345	0.3021403761
346	0.3017827746
347	0.3016506524
348	0.3014346861
349	0.3011976
350	0.3008668755
351	0.3007356407
352	0.3004691208
353	0.3002312202
354	0.2999450532
355	0.2997586948
356	0.2995692329
357	0.2993146362
358	0.2988720467
359	0.2986665254
360	0.2985059464
361	0.2982403866
362	0.2978363062
363	0.2975804528
364	0.2972752198
365	0.2970794742
366	0.2968360964
367	0.2966542664
368	0.2962405717
369	0.2960217135
370	0.2956216509
371	0.2953361918
372	0.2950247082
373	0.2947990168
374	0.2946105297
375	0.2943665608
376	0.2941393838
377	0.2938930811
378	0.293733655
379	0.2935214085
380	0.2932727386
381	0.2930910026
382	0.2927332705
383	0.2924469706
384	0.2922204365
385	0.2919162973
386	0.2917102299
387	0.2914665147
388	0.2911758893
389	0.2909102892
390	0.2907433983
391	0.2905600391
392	0.2903666014
393	0.2901706887
394	0.2899637738
395	0.2897741081
396	0.289476179
397	0.2891812156
398	0.2889302071
399	0.2887059388
400	0.2883989234
401	0.2881946056
402	0.2878046203
403	0.2875890634
404	0.2874254185
405	0.2872523356
406	0.2869715967
407	0.2867241142
408	0.2864296452
409	0.2862827503
410	0.2860701937
411	0.2857753409
412	0.285567033
413	0.2853862779
414	0.2852200822
415	0.2849119437
416	0.2846597909
417	0.2844132747
418	0.2841083681
419	0.2838518658
420	0.2837105285
421	0.2835598522
422	0.2834338754
423	0.2832647562
424	0.2830165032
425	0.2828090361
426	0.2826454383
427	0.2824232381
428	0.2822076456
429	0.2819055333
430	0.2816947766
431	0.2815676948
432	0.2812922351
433	0.2811061172
434	0.2808889621
435	0.2805975867
436	0.2803077957
437	0.2801279906
438	0.2798511088
439	0.2796798123
440	0.2795080818
441	0.2793947238
442	0.2792617247
443	0.2789085149
444	0.2787005641
445	0.278467375
446	0.2783172142
447	0.2781488199
448	0.2778933094
449	0.2777208775
450	0.2774749501
451	0.2771877484
452	0.2769906857
453	0.2767670976
454	0.276494625
455	0.276247456
456	0.2760421888
457	0.2758091164
458	0.2755426932
459	0.275355772
460	0.2751842482
461	0.275016783
462	0.2748993012
463	0.2745934208
464	0.2744363679
465	0.2743292409
466	0.2742509933
467	0.2740274405
468	0.2738425255
469	0.2736999713
470	0.2735677728
471	0.2733515593
472	0.2731352086
473	0.2729836927
474	0.2727778367
475	0.27255709
476	0.2724404598
477	0.2722324491
478	0.2718944516
479	0.2716479318
480	0.2715179777
481	0.2713705155
482	0.2712711189
483	0.2710980296
484	0.270806715
485	0.2705647592
486	0.2703592322
487	0.2701402382
488	0.269970478
489	0.2698318716
490	0.2695684723
491	0.2694199681
492	0.2692324423
493	0.2689370671
494	0.2687699367
495	0.2685433148
496	0.2684350324
497	0.2681885334
498	0.2680020418
499	0.267760931
500	0.2675595262
501	0.2673797705
502	0.2672793565
503	0.2670264396
504	0.2669078659
505	0.2667045269
506	0.2665257419
507	0.2663187323
508	0.2661810123
509	0.266038523
510	0.2658538556
511	0.2657045095
512	0.2655674877
513	0.2653868155
514	0.2652416871
515	0.265060962
516	0.2649790026
517	0.2646636007
518	0.264488274
519	0.2643217316
520	0.264132631
521	0.2640139098
522	0.263914036
523	0.2637906004
524	0.2636634502
525	0.2633165932
526	0.2631200023
527	0.2629654471
528	0.2627627437
529	0.262594162
530	0.2623131237
531	0.2621352018
532	0.2619897728
533	0.2616939449
534	0.2615546684
535	0.2613792833
536	0.26123808
537	0.2610794238
538	0.2609840306
539	0.2608753651
540	0.2607092068
541	0.2605624027
542	0.2603829818
543	0.2601742577
544	0.259977691
545	0.2598284964
546	0.2596009773
547	0.2594102777
548	0.2592841702
549	0.2591923182
550	0.2590776868
551	0.2589699654
552	0.2588352486
553	0.2586266352
554	0.2584870382
555	0.258248868
556	0.2580231006
557	0.2578799429
558	0.2577465396
559	0.257528549
560	0.2572611403
561	0.2569648801
562	0.2567918907
563	0.2566279751
564	0.2564603482
565	0.2562937438
566	0.2561677292
567	0.2560111613
568	0.2558312233
569	0.2556721457
570	0.2555696936
571	0.2552823763
572	0.2551885625
573	0.2549429875
574	0.2548250352
575	0.2545678437
576	0.2543603868
577	0.2541847962
578	0.2540480818
579	0.2539019436
580	0.2537573026
581	0.253550103
582	0.2533817142
583	0.2532279765
584	0.2531078066
585	0.2529492757
586	0.2527380187
587	0.2525515367
588	0.2523292783
589	0.2522485468
590	0.2520971166
591	0.2519289324
592	0.2517450353
593	0.2515740891
594	0.2514368586
595	0.251297625
596	0.2511312407
597	0.2510521429
598	0.250933943
599	0.2508296685
600	0.2506319051
601	0.2505000205
602	0.250313237
603	0.250238514
604	0.2501584306
605	0.2500126865
606	0.2498494566
607	0.2497129059
608	0.2495681217
609	0.2493256652
610	0.2491974986
611	0.2490579816
612	0.2489491685
613	0.2488935834
614	0.2487818814
615	0.2487141002
616	0.2484626521
617	0.2483720598
618	0.2481546226
619	0.2480553403
620	0.2479206072
621	0.2477543526
622	0.2476812023
623	0.2476045165
624	0.2474400553
625	0.2473357197
626	0.247216489
627	0.2470232653
628	0.2467552771
629	0.2466173252
630	0.2464852714
631	0.2463846242
632	0.2462928026
633	0.2461135524
634	0.2459622395
635	0.2457798121
636	0.2456084326
637	0.2454619832
638	0.2453377534
639	0.2452422405
640	0.2449773722
641	0.2448219156
642	0.2446453693
643	0.2444358847
644	0.2442042013
645	0.2440115277
646	0.243908312
647	0.2437259317
648	0.2436230855
649	0.2434165839
650	0.2432545211
651	0.2430719077
652	0.2429241352
653	0.2428061612
654	0.2426476926
655	0.2425556415
656	0.2423545697
657	0.2421914464
658	0.242020783
659	0.2418286526
660	0.2416517503
661	0.241588979
662	0.241307785
663	0.2411697281
664	0.2409747441
665	0.2407682861
666	0.2405479661
667	0.2404433446
668	0.2403403183
669	0.2401584783
670	0.2400374681
671	0.2399385574
672	0.2398539545
673	0.2396398927
674	0.239429964
675	0.2393508639
676	0.2391590286
677	0.2389614256
678	0.2388639994
679	0.2387914054
680	0.2385998615
681	0.2383960488
682	0.2382041574
683	0.2381148526
684	0.2380604632
685	0.2378684208
686	0.2377359807
687	0.237683134
688	0.2375361229
689	0.2374804604
690	0.2373871678
691	0.2372123799
692	0.2370322779
693	0.2369111537
694	0.2367840171
695	0.236641949
696	0.2365212437
697	0.2364197827
698	0.2362649641
699	0.2360839577
700	0.235861898
701	0.2357832649
702	0.2356659081
703	0.2355530229
704	0.2354350511
705	0.2353120131
706	0.2351935168
707	0.2350733804
708	0.2349626874
709	0.2348380233
710	0.2346953709
711	0.2345652135
712	0.2344385459
713	0.234328337
714	0.2341503951
715	0.2339527927
716	0.2338295876
717	0.2337235275
718	0.233611194
719	0.2335454327
720	0.2334623118
721	0.23336942
722	0.2333330004
723	0.2332774217
724	0.2331104592
725	0.233012439
726	0.2327209119
727	0.2325667113
728	0.2324482829
729	0.2323135567
730	0.2320989857
731	0.2319763551
732	0.2318285946
733	0.2317156509
734	0.2315953513
735	0.2315070911
736	0.2313215875
737	0.2311812504
738	0.2310463461
739	0.2309896521
740	0.2309034418
741	0.2307335098
742	0.2306462468
743	0.2305450544
744	0.2304138291
745	0.2302641463
746	0.2301307152
747	0.2300341143
748	0.2299742889
749	0.2298504115
750	0.2297537132
751	0.2296176559
752	0.2295050378
753	0.2293994042
754	0.2293058012
755	0.2292295313
756	0.2291480178
757	0.2289623211
758	0.2288001651
759	0.2286196411
760	0.2285040929
761	0.2284393416
762	0.2282284181
763	0.228129457
764	0.2280228184
765	0.2279178279
766	0.227852007
767	0.2276500738
768	0.2275124061
769	0.2273849848
770	0.2272231737
771	0.2271248642
772	0.2270254615
773	0.2269639924
774	0.226756936
775	0.2266398427
776	0.2265346478
777	0.2264533903
778	0.2263566077
779	0.2262549374
780	0.2261280975
781	0.2260093218
782	0.225867725
783	0.2257535383
784	0.2256609691
785	0.2255590445
786	0.2254491552
787	0.225389106
788	0.2252943521
789	0.2251739404
790	0.2250754747
791	0.2249594343
792	0.2248470878
793	0.2246517862
794	0.2245679478
795	0.2244330069
796	0.2243028362
797	0.2241958062
798	0.224026078
799	0.2239363309
800	0.2238341905
801	0.2236213591
802	0.223546564
803	0.2234572526
804	0.2232673066
805	0.2231811946
806	0.223130187
807	0.2230355374
808	0.2229370672
809	0.2228365586
810	0.2227137373
811	0.2226047966
812	0.2224886065
813	0.2223634178
814	0.2222095539
815	0.222126436
816	0.2220241471
817	0.2219083795
818	0.2218303677
819	0.2216497529
820	0.2215384501
821	0.2214394211
822	0.2213739662
823	0.2212702252
824	0.2211629739
825	0.2209719627
826	0.2208417226
827	0.2207109096
828	0.2205496475
829	0.2204558573
830	0.2203053857
831	0.2202203429
832	0.2201062058
833	0.2199943279
834	0.2199379011
835	0.2198313488
836	0.2197257012
837	0.2196411154
838	0.2195189381
839	0.2194335896
840	0.2192817265
841	0.2191671231
842	0.219120267
843	0.2189638594
844	0.2188642452
845	0.2187475416
846	0.2186713746
847	0.2185656787
848	0.218481171
849	0.2183882978
850	0.218241988
851	0.2181420404
852	0.2180637627
853	0.2179507325
854	0.2178697135
855	0.2177677612
856	0.2176143934
857	0.2175443622
858	0.2174808942
859	0.2173923112
860	0.2172735458
861	0.2172061636
862	0.2171098579
863	0.2170419785
864	0.2169514956
865	0.21683397
866	0.2167599362
867	0.2166431487
868	0.2165098405
869	0.2164123551
870	0.2163389492
871	0.2162253257
872	0.2161111662
873	0.2160108398
874	0.2158461296
875	0.2157340506
876	0.2156485142
877	0.2154442821
878	0.2153332762
879	0.2151789412
880	0.215112164
881	0.2150101235
882	0.2148753987
883	0.214811374
884	0.2146975302
885	0.2146296723
886	0.2145294518
887	0.2144886631
888	0.2143742028
889	0.2142725524
890	0.2141184723
891	0.2139971817
892	0.2139362473
893	0.2138601118
894	0.2137520594
895	0.2136367609
896	0.2134699217
897	0.2133292473
898	0.2132274436
899	0.2131132852
900	0.2130046631
901	0.2128712822
902	0.2127719766
903	0.2126513743
904	0.2125209327
905	0.2123859661
906	0.2122634937
907	0.2122059712
908	0.2121166574
909	0.2120244994
910	0.2119602137
911	0.2118517588
912	0.2117977556
913	0.2117685599
914	0.2116625944
915	0.2116050941
916	0.2114980846
917	0.2113956559
918	0.2112845869
919	0.2111816445
920	0.2111205418
921	0.2109613909
922	0.2108388879
923	0.2107864727
924	0.210700556
925	0.2105336403
926	0.21043097
927	0.2102931755
928	0.2102314917
929	0.2101073052
930	0.2100318222
931	0.2099653224
932	0.2098172918
933	0.2097363686
934	0.2096260035
935	0.2095323222
936	0.209465104
937	0.209404223
938	0.2093295351
939	0.2092622857
940	0.2091877026
941	0.2091057566
942	0.2090234384
943	0.2089360361
944	0.2088618953
945	0.2087252472
946	0.2086304726
947	0.2084871508
948	0.2083928792
949	0.2082891779
950	0.2081985299
951	0.2080629151
952	0.2079328499
953	0.207783001
954	0.2077084075
955	0.2076429425
956	0.207528107
957	0.2074753585
958	0.2073784511
959	0.2072444498
960	0.2071750602
961	0.2071194121
962	0.2070079234
963	0.2069520044
964	0.2068502266
965	0.2067177346
966	0.2066006386
967	0.2065316962
968	0.2064410435
969	0.2063282688
970	0.2061866676
971	0.2060637654
972	0.2059513539
973	0.205791522
974	0.2057469918
975	0.2056943775
976	0.2056291045
977	0.2055485708
978	0.20543597
979	0.2053414821
980	0.2052361045
981	0.2051239325
982	0.2050400726
983	0.2049474936
984	0.2048453551
985	0.2047940021
986	0.2046752587
987	0.2046078123
988	0.2045126229
989	0.2044140388
990	0.2043618325
991	0.2043046317
992	0.2042140734
993	0.2041493556
994	0.2040316035
995	0.2039647079
996	0.2038690113
997	0.2037923299
998	0.2036809521
999	0.2036029998
